PLAYER,BIRTHDAY,BIRTH STATE / COUNTRY,BIRTH CITY,NATIONALITY,POS,HEIGHT,WEIGHT,COLLEGE / TEAM,DRAFT,PICK,TEAM,REAL TEAM,
Keldon Johnson,10/11/1999,Virginia,Chesterfield,United States,F-G,6-5,220,Kentucky,2019,29,SAS,SAS,Keldon Johnson
Kelenna Azubuike,12/16/1983,Great Britain,London,Great Britain,G,6-5,215,Kentucky,2005,UND,,,Kelenna Azubuike
Keljin Blevins,11/24/1995,Arkansas,Hot Springs,United States,G,6-4,200,Montana St,2019,UND,,,Keljin Blevins
Kelly McCarty,8/24/1975,Illinois,Chicago,United States,G-F,6-7,200,Southern Mississippi,1998,UND,,,Kelly McCarty
Kelly Olynyk,4/19/1991,Canada,Toronto,Canada,F-C,6-11,240,Gonzaga,2013,13,DAL,BOS,Kelly Olynyk
Kelly Oubre,12/9/1995,Louisiana,New Orleans,United States,F-G,6-7,203,Kansas,2015,15,ATL,WAS,Kelly Oubre
Kelly Tripucka,2/16/1959,New Jersey,Glen Ridge,United States,F,6-6,220,Notre Dame,1981,12,DET,DET,Kelly Tripucka
Kelvin Cato,8/26/1974,Georgia,Atlanta,United States,C,6-11,275,Iowa St,1997,15,DAL,POR,Kelvin Cato
Kelvin Ransey,5/3/1958,Ohio,Toledo,United States,G,6-2,170,Ohio St,1980,4,CHI,POR,Kelvin Ransey
Kelvin Upshaw,1/24/1963,Illinois,Chicago,United States,G,6-2,180,Utah,1986,UND,,,Kelvin Upshaw
Kemba Walker,5/8/1990,New York,New York City,United States,G,6-0,184,Connecticut,2011,9,CHA,CHA,Kemba Walker
Ken Austin,7/15/1961,California,Los Angeles,United States,F,6-9,205,Rice,1983,101,DET,DET,Ken Austin
Ken Bannister,4/1/1960,Maryland,Baltimore,United States,F,6-9,235,St. Augustine's,1984,156,NYK,NYK,Ken Bannister
Ken Boyd,3/25/1952,Maryland,Frederick,United States,F,6-5,195,Boston University,1974,154,UTA,UTA,Ken Boyd
Ken Corley,5/10/1921,Oklahoma,McCloud,United States,,,,Central Oklahoma,,,,,Ken Corley
Ken Durrett,12/8/1948,Pennsylvania,Pittsburgh,United States,F,6-7,190,La Salle,1971,4,SAC,SAC,Ken Durrett
Ken Green,9/19/1959,Georgia,Newman,United States,F,6-8,215,Texas-Pan American,1981,34,DEN,DEN,Ken Green
Ken Johnson (1962),11/7/1962,Alabama,Tuskegee,United States,F,6-8,240,Michigan St,1985,28,CHI,POR,Ken Johnson (1962)
Ken Johnson (1978),2/1/1978,Michigan,Detroit,United States,C,6-11,240,Ohio St,2001,48,MIA,MIA,Ken Johnson (1978)
Ken Keller,1/1/1922,New York,New York City,United States,,,,St. John's,,,,,Ken Keller
Ken Mayfield,5/11/1948,Illinois,Chicago,United States,G,6-2,185,Tuskegee,1971,50,NYK,NYK,Ken Mayfield
Ken McBride,3/23/1929,Illinois,Centralia,United States,F,6-3,190,Maryland-Eastern Shore,1952,28,PHI,PHI,Ken McBride
Ken Menke,10/2/1922,Illinois,East Dundee,United States,G,6-0,168,Illinois,1947,UND,,,Ken Menke
Ken Murray,4/20/1928,New Jersey,West Orange,United States,G,6-2,190,St. Bonaventure,1950,42,CHS,CHS,Ken Murray
Ken Norman,9/5/1964,Illinois,Chicago,United States,F,6-8,228,Illinois,1987,19,LAC,LAC,Ken Norman
Ken Rohloff,4/18/1939,New Jersey,Paterson,United States,G,6-0,195,North Carolina St,1963,59,ATL,ATL,Ken Rohloff
Ken Wilburn,6/8/1944,Michigan,River Rouge,United States,F,6-6,195,Central St,1966,39,PHI,PHI,Ken Wilburn
Kendall Brown,5/11/2003,Minnesota,St. Paul,United States,G,6-7,205,Baylor,2022,48,MIN,IND,Kendall Brown
Kendall Gill,5/25/1968,Illinois,Chicago,United States,G,6-5,216,Illinois,1990,5,CHA,CHA,Kendall Gill
Kendall Marshall,8/19/1991,Virginia,Dumfries,United States,G,6-4,200,North Carolina,2012,13,PHX,PHX,Kendall Marshall
Kendrick Nunn,8/3/1995,Illinois,Chicago,United States,G,6-3,190,Oakland,2018,UND,,,Kendrick Nunn
Kendrick Perkins,11/10/1984,Texas,Nederland,United States,C,6-10,270,Clifton J. Ozen HS (TX),2003,27,MEM,BOS,Kendrick Perkins
Kennard Winchester,9/3/1966,Maryland,Chestertown,United States,F,6-5,210,Averett,1988,UND,,,Kennard Winchester
Kennedy Chandler,9/16/2002,Tennessee,Cordova,United States,G,5-11,170,Tennessee,2022,38,SAS,MEM,Kennedy Chandler
Kenneth Faried,11/19/1989,New Jersey,Newark,United States,F-C,6-8,220,Morehead St,2011,22,DEN,DEN,Kenneth Faried
Kenneth Lofton,8/14/2002,Texas,Port Arthur,United States,F,6-6,275,Louisiana Tech,2022,UND,,,Kenneth Lofton
Kenny Anderson,10/9/1970,New York,New York City,United States,G,6-1,168,Georgia Tech,1991,2,BKN,BKN,Kenny Anderson
Kenny Battle,10/10/1964,Illinois,Aurora,United States,G,6-6,210,Illinois,1989,27,DET,PHX,Kenny Battle
Kenny Carr,8/15/1955,District Columbia,Washington,United States,F,6-7,220,North Carolina St,1977,6,LAL,LAL,Kenny Carr
Kenny Charles,7/10/1951,Trinidad,Port of Spain,Trinidad and Tobago,G,6-3,180,Fordham,1973,38,LAC,LAC,Kenny Charles
Kenny Dennard,10/18/1958,North Carolina,King,United States,F,6-8,220,Duke,1981,78,SAC,SAC,Kenny Dennard
Kenny Fields,2/9/1962,Iowa,Iowa City,United States,F,6-5,220,UCLA,1984,21,MIL,MIL,Kenny Fields
Kenny Gattison,5/23/1964,North Carolina,Wilmington,United States,F,6-8,225,Old Dominion,1986,55,PHX,PHX,Kenny Gattison
Kenny Green,10/11/1964,Florida,Eustis,United States,G,6-6,210,Wake Forest,1985,12,WAS,WAS,Kenny Green
Kenny Higgs,1/31/1955,Kentucky,Owensboro,United States,G,6-0,180,LSU,1978,57,CLE,CLE,Kenny Higgs
Kenny McIntosh,1/21/1949,Michigan,Detroit,United States,F,6-7,225,Eastern Michigan,1971,15,CHI,CHI,Kenny McIntosh
Kenny Natt,10/5/1958,Louisiana,Monroe,United States,G,6-3,185,Louisiana-Monroe,1980,30,IND,IND,Kenny Natt
Kenny Payne,11/25/1966,Mississippi,Laurel,United States,F,6-8,195,Louisville,1989,19,PHI,PHI,Kenny Payne
Kenny Rollins,9/14/1923,Missouri,Charlestown,United States,G,6-0,168,Kentucky,1948,32,DET,CHS,Kenny Rollins
Kenny Sailors,1/14/1922,Nebraska,Bushnell,United States,G,5-10,175,Wyoming,,,,,Kenny Sailors
Kenny Satterfield,4/12/1981,New York,New York City,United States,G,6-2,170,Cincinnati,2001,53,DAL,DEN,Kenny Satterfield
Kenny Sears,8/17/1933,California,Watsonville,United States,F,6-9,198,Santa Clara,1955,4,NYK,NYK,Kenny Sears
Kenny Smith,3/8/1965,New York,New York City,United States,G,6-3,170,North Carolina,1987,6,SAC,SAC,Kenny Smith
Kenny Thomas,7/25/1977,Georgia,Atlanta,United States,F,6-7,245,New Mexico,1999,22,HOU,HOU,Kenny Thomas
Kenny Walker,8/18/1964,Georgia,Roberta,United States,F,6-8,210,Kentucky,1986,5,NYK,NYK,Kenny Walker
Kenny Williams,6/9/1969,North Carolina,Elizabeth City,United States,F,6-9,205,Elizabeth City St,1990,46,IND,IND,Kenny Williams
Kenrich Williams,12/2/1994,Texas,Waco,United States,G-F,6-6,210,TCU,2018,UND,,,Kenrich Williams
Kent Bazemore,7/1/1989,North Carolina,Kelford,United States,G-F,6-4,195,Old Dominion,2012,UND,,,Kent Bazemore
Kent Benson,12/27/1954,Indiana,New Castle,United States,C,6-11,235,Indiana,1977,1,MIL,MIL,Kent Benson
Kentavious Caldwell-Pope,2/18/1993,Georgia,Thomaston,United States,G,6-5,204,Georgia,2013,8,DET,DET,Kentavious Caldwell-Pope
Kenton Edelin,5/24/1962,Germany,Heidelburg,United States,F,6-8,205,Virginia,1984,140,IND,IND,Kenton Edelin
Kenyon Martin,12/30/1977,Michigan,Saginaw,United States,F,6-9,225,Cincinnati,2000,1,BKN,BKN,Kenyon Martin
Keon Clark,4/16/1975,Illinois,Danville,United States,C-F,6-11,221,UNLV,1998,13,ORL,DEN,Keon Clark
Keon Ellis,1/8/2000,Florida,Eustis,United States,G,6-3,175,Alabama,2022,UND,,,Keon Ellis
Keon Johnson,3/10/2002,Tennessee,Shelbyville,United States,G,6-5,185,Tennessee,2021,21,NYK,LAC,Keon Johnson
Kermit Washington,9/17/1951,District Columbia,Washington,United States,F,6-8,230,American,1973,5,LAL,LAL,Kermit Washington
Kerry Kittles,6/12/1974,Ohio,Dayton,United States,G,6-5,180,Villanova,1996,8,BKN,BKN,Kerry Kittles
Keshad Johnson,6/23/2001,California,Compton,United States,F,6-7,185,Arizona,2024,ND,,,Keshad Johnson
Kessler Edwards,8/9/2000,California,Glendale,United States,F,6-7,203,Pepperdine,2021,44,BKN,BKN,Kessler Edwards
Kevin Brooks,10/12/1969,South Carolina,Beaufort,United States,F,6-6,200,Louisiana-Lafayette,1991,18,MIL,DEN,Kevin Brooks
Kevin Burleson,9/4/1979,Washington,Seattle,United States,G,6-3,205,Minnesota,2003,UND,,,Kevin Burleson
Kevin Duckworth,4/1/1964,Illinois,Harvey,United States,C,7-0,300,Eastern Illinois,1986,33,SAS,SAS,Kevin Duckworth
Kevin Durant,9/29/1988,District Columbia,Washington,United States,F,6-11,240,Texas,2007,2,OKC,OKC,Kevin Durant
Kevin Edwards,10/30/1965,Ohio,Cleveland Heights,United States,G,6-3,210,DePaul,1988,20,MIA,MIA,Kevin Edwards
Kevin Gamble,11/13/1965,Illinois,Springfield,United States,G-F,6-6,225,Iowa,1987,63,POR,POR,Kevin Gamble
Kevin Garnett,5/19/1976,South Carolina,Greenville,United States,F,6-11,240,Farragut Academy HS (IL),1995,5,MIN,MIN,Kevin Garnett
Kevin Grevey,5/12/1953,Ohio,Hamilton,United States,G,6-5,210,Kentucky,1975,18,WAS,WAS,Kevin Grevey
Kevin Henderson,3/22/1964,Maryland,Baltimore,United States,G,6-4,195,UC-Fullerton,1986,50,CLE,CLE,Kevin Henderson
Kevin Hervey,7/9/1996,Texas,Arlington,United States,F,6-9,230,Texas-Arlington,2018,57,OKC,OKC,Kevin Hervey
Kevin Huerter,8/27/1998,New York,Albany,United States,G-F,6-7,198,Maryland,2018,19,ATL,ATL,Kevin Huerter
Kevin Johnson,3/4/1966,California,Sacramento,United States,G,6-1,190,California,1987,7,CLE,CLE,Kevin Johnson
Kevin Jones,8/25/1989,New York,Mount Vernon,United States,F,6-8,260,West Virginia,2012,UND,,,Kevin Jones
Kevin Knox,8/11/1999,Arizona,Phoenix,United States,F,6-7,215,Kentucky,2018,9,NYK,NYK,Kevin Knox
Kevin Kunnert,11/11/1951,Iowa,Dubuque,United States,C,7-0,230,Iowa,1973,12,CHI,LAC,Kevin Kunnert
Kevin Loder,3/15/1959,Michigan,Cassopolis,United States,F,6-6,205,Alabama St,1981,17,SAC,SAC,Kevin Loder
Kevin Loughery,3/28/1940,New York,New York City,United States,G,6-3,190,St. John's,1962,11,DET,DET,Kevin Loughery
Kevin Love,9/7/1988,California,Santa Monica,United States,F-C,6-8,251,UCLA,2008,5,MEM,MIN,Kevin Love
Kevin Lynch,12/24/1968,Minnesota,Bloomington,United States,F,6-5,195,Minnesota,1991,28,CHA,CHA,Kevin Lynch
Kevin Martin,2/1/1983,Ohio,Zanesville,United States,G,6-7,199,Western Carolina,2004,26,SAC,SAC,Kevin Martin
Kevin McCullar,3/25/2001,Texas,San Antonio,United States,G,6-6,210,Kansas,2024,56,PHX,NYK,Kevin McCullar
Kevin McHale,12/19/1957,Minnesota,Hibbing,United States,F,6-10,210,Minnesota,1980,3,BOS,BOS,Kevin McHale
Kevin McKenna,1/8/1959,Minnesota,St. Paul,United States,F,6-5,195,Creighton,1981,88,LAL,LAL,Kevin McKenna
Kevin Murphy,3/6/1990,Georgia,Atlanta,United States,G,6-6,185,Tennessee Tech,2012,47,UTA,UTA,Kevin Murphy
Kevin O'Shea,7/10/1925,California,San Francisco,United States,G,6-2,175,Notre Dame,1950,11,LAL,LAL,Kevin O'Shea
Kevin Ollie,12/27/1972,Texas,Dallas,United States,G,6-2,195,Connecticut,1995,UND,,,Kevin Ollie
Kevin Pangos,1/26/1993,Canada,Holland Landing,Canada,G,6-1,179,Gonzaga,2015,UND,,,Kevin Pangos
Kevin Porter,5/4/2000,Washington,Seattle,United States,G-F,6-4,203,USC,2019,30,MIL,CLE,Kevin Porter
Kevin Porter (1950),4/17/1950,Illinois,Chicago,United States,G,6-0,170,St. Francis (PA),1972,39,WAS,WAS,Kevin Porter (1950)
Kevin Pritchard,7/17/1967,Indiana,Bloomington,United States,G,6-3,180,Kansas,1990,34,GSW,GSW,Kevin Pritchard
Kevin Restani,12/23/1951,California,San Francisco,United States,F,6-9,225,San Francisco,1974,39,CLE,CLE,Kevin Restani
Kevin Salvadori,12/30/1970,West Virginia,Wheeling,United States,C,7-0,231,North Carolina,1994,UND,,,Kevin Salvadori
Kevin Seraphin,12/7/1989,France,Cayenne,France,F-C,6-10,278,Cholet,2010,17,CHI,WAS,Kevin Seraphin
Kevin Stacom,9/4/1951,New York,New York City,United States,G,6-3,185,Providence,1973,24,CHI,CHI,Kevin Stacom
Kevin Thompson,2/7/1971,North Carolina,Winston-Salem,United States,C,6-11,260,North Carolina St,1993,48,POR,POR,Kevin Thompson
Kevin Williams,9/11/1961,New York,New York City,United States,G,6-2,175,St. John's,1983,46,SAS,SAS,Kevin Williams
Kevin Willis,9/6/1962,California,Los Angeles,United States,C-F,7-0,245,Michigan St,1984,11,ATL,ATL,Kevin Willis
Kevinn Pinkney,10/10/1983,California,Colton,United States,F,6-10,245,Nevada,2005,UND,,,Kevinn Pinkney
Kevon Harris,6/24/1997,Georgia,Ellenwood,United States,G,6-5,216,Stephen F. Austin,2020,UND,,,Kevon Harris
Kevon Looney,2/6/1996,Wisconsin,Milwaukee,United States,F,6-9,222,UCLA,2015,30,GSW,GSW,Kevon Looney
Keyon Dooling,5/8/1980,Florida,Ft. Lauderdale,United States,G,6-3,195,Missouri,2000,10,ORL,LAC,Keyon Dooling
Keyontae Johnson,5/24/2000,Virginia,Norfolk,United States,F,6-4,230,Kansas St,2023,50,OKC,OKC,Keyontae Johnson
Keyonte George,11/8/2003,Texas,Lewisville,United States,G,6-4,185,Baylor,2023,16,UTA,UTA,Keyonte George
Khalid El-Amin,4/25/1979,Minnesota,Minneapolis,United States,G,5-10,200,Connecticut,2000,34,CHI,CHI,Khalid El-Amin
Khalid Reeves,7/15/1972,New York,New York City,United States,G,6-3,201,Arizona,1994,12,MIA,MIA,Khalid Reeves
Khaman Maluach,9/14/2006,South Sudan,Rumbek,South Sudan,C,7-2,250,Duke,2025,10,HOU,PHX,Khaman Maluach
Khem Birch,9/28/1992,Canada,Montreal,Canada,C,6-8,233,UNLV,2014,UND,,,Khem Birch
Khris Middleton,8/12/1991,South Carolina,Charleston,United States,F,6-7,222,Texas A&M,2012,39,DET,DET,Khris Middleton
Khyri Thomas,5/8/1996,Nebraska,Omaha,United States,G,6-3,210,Creighton,2018,38,PHI,DET,Khyri Thomas
Kiki Vandeweghe,8/1/1958,Germany,Wiesbaden,United States,F,6-8,220,UCLA,1980,11,DAL,DEN,Kiki Vandeweghe
Killian Hayes,7/27/2001,Florida,Lakeland,France,G,6-5,195,Ratiopharm Ulm,2020,7,DET,DET,Killian Hayes
Killian Tillie,3/5/1998,France,Cagnes-sur-Mer,France,F-C,6-9,220,Gonzaga,2020,UND,,,Killian Tillie
Kim Anderson,5/12/1955,Missouri,Sedalia,United States,F,6-7,200,Missouri,1977,28,POR,POR,Kim Anderson
Kim English,9/24/1988,Maryland,Baltimore,United States,G,6-6,200,Missouri,2012,44,DET,DET,Kim English
Kim Hughes,6/4/1952,Illinois,Freeport,United States,C,6-11,220,Wisconsin,1974,45,LAC,LAC,Kim Hughes
Kira Lewis,4/6/2001,Alabama,Meridianville,United States,G,6-1,170,Alabama,2020,13,NOP,NOP,Kira Lewis
Kirk Haston,3/10/1979,Tennessee,Lobelville,United States,F,6-9,242,Indiana,2001,16,CHA,CHA,Kirk Haston
Kirk Hinrich,1/2/1981,Iowa,Sioux City,United States,G,6-4,190,Kansas,2003,7,CHI,CHI,Kirk Hinrich
Kirk Penney,11/23/1980,New Zealand,Auckland,New Zealand,G,6-5,220,Wisconsin,2003,UND,,,Kirk Penney
Kirk Snyder,6/5/1983,California,Los Angeles,United States,F-G,6-6,225,Nevada,2004,16,UTA,UTA,Kirk Snyder
Kiwane Garris,9/24/1974,Illinois,Chicago,United States,G,6-2,183,Illinois,1997,UND,,,Kiwane Garris
KJ Martin,1/6/2001,California,Gardena,United States,F,6-6,215,IMG Academy (FL),2020,52,SAC,HOU,KJ Martin
KJ McDaniels,2/9/1993,Alabama,Mobile,United States,G-F,6-6,205,Clemson,2014,32,PHI,PHI,KJ McDaniels
KJ Simpson,8/8/2002,California,Los Angeles,United States,G,6-0,193,Colorado,2024,42,CHA,CHA,KJ Simpson
Klay Thompson,2/8/1990,California,Los Angeles,United States,G,6-6,220,Washington St,2011,11,GSW,GSW,Klay Thompson
Kleggie Hermsen,3/12/1923,Minnesota,Hill City,United States,C,6-9,225,Minnesota,,,,,Kleggie Hermsen
Kobe Brown,1/1/2000,Alabama,Huntsville,United States,F,6-7,250,Missouri,2023,30,LAC,LAC,Kobe Brown
Kobe Bryant,8/23/1978,Pennsylvania,Philadelphia,United States,F-G,6-6,212,Lower Merion HS (PA),1996,13,CHA,LAL,Kobe Bryant
Kobe Bufkin,9/21/2003,Michigan,Grand Rapids,United States,G,6-5,195,Michigan,2023,15,ATL,ATL,Kobe Bufkin
Kobe Sanders,5/30/2002,California,Spring Valley,United States,G,6-9,207,Nevada,2025,50,NYK,LAC,Kobe Sanders
Kobi Simmons,7/4/1997,Georgia,Atlanta,United States,G,6-5,180,Arizona,2017,UND,,,Kobi Simmons
Koby Brea,11/6/2002,New York,New York City,Dominican Republic,G,6-5,215,Kentucky,2025,41,GSW,PHX,Koby Brea
Kon Knueppel,8/3/2005,Wisconsin,Milwaukee,United States,G-F,6-5,215,Duke,2025,4,CHA,CHA,Kon Knueppel
Korleone Young,12/31/1978,Kansas,Wichita,United States,F,6-7,213,Hargrave Military Academy (KS),1998,40,DET,DET,Korleone Young
Kornel David,10/22/1971,Hungary,Nagykanizsa,Hungary,F,6-9,230,Honved Budapest,1993,UND,,,Kornel David
Kosta Koufos,2/24/1989,Ohio,Canton,Greece,C,7-0,245,Ohio St,2008,23,UTA,UTA,Kosta Koufos
Kosta Perovic,2/19/1985,Serbia,Osijek,Serbia,C,7-2,240,Partizan,2006,38,GSW,GSW,Kosta Perovic
Kostas Antetokounmpo,11/20/1997,Greece,Athens,Greece,F,6-10,200,Dayton,2018,60,PHI,DAL,Kostas Antetokounmpo
Kostas Papanikolaou,7/31/1990,Greece,Trikala,Greece,F,6-8,235,Olympiacos,2012,48,NYK,HOU,Kostas Papanikolaou
Kris Dunn,3/18/1994,Connecticut,New London,United States,G,6-3,205,Providence,2016,5,MIN,MIN,Kris Dunn
Kris Humphries,2/6/1985,Minnesota,Minneapolis,United States,F,6-9,235,Minnesota,2004,14,UTA,UTA,Kris Humphries
Kris Joseph,12/17/1988,Canada,Montreal,Canada,F,6-7,210,Syracuse,2012,51,BOS,BOS,Kris Joseph
Kris Murray,8/19/2000,Iowa,Cedar Rapids,United States,F,6-8,210,Iowa,2023,23,POR,POR,Kris Murray
Kristaps Porzingis,8/2/1995,Latvia,Liepaja,Latvia,F-C,7-2,240,Baloncesto Sevilla,2015,4,NYK,NYK,Kristaps Porzingis
Kurk Lee,6/3/1967,Maryland,Baltimore,United States,G,6-3,190,Towson,1990,UND,,,Kurk Lee
Kurt Nimphius,3/13/1958,Wisconsin,Milwaukee,United States,C,6-10,218,Arizona St,1980,47,DEN,DEN,Kurt Nimphius
Kurt Rambis,2/25/1958,Indiana,Terre Haute,United States,F,6-8,213,Santa Clara,1980,58,NYK,NYK,Kurt Rambis
Kurt Thomas,10/4/1972,Texas,Dallas,United States,C-F,6-9,230,TCU,1995,10,MIA,MIA,Kurt Thomas
Kwame Brown,3/10/1982,South Carolina,Charleston,United States,C,6-11,290,Glynn Academy HS (GA),2001,1,WAS,WAS,Kwame Brown
Ky Bowman,6/16/1997,North Carolina,Havelock,United States,G,6-1,187,Boston College,2019,UND,,,Ky Bowman
Kyle Alexander,10/21/1996,Canada,Scarborough,Canada,F-C,6-10,216,Tennessee,2019,UND,,,Kyle Alexander
Kyle Anderson,9/20/1993,New Jersey,Fairview,China,F-G,6-9,230,UCLA,2014,30,SAS,SAS,Kyle Anderson
Kyle Collinsworth,10/3/1991,Utah,Provo,United States,G,6-6,210,Brigham Young,2016,UND,,,Kyle Collinsworth
Kyle Filipowski,11/7/2003,New York,Middletown,United States,C,6-11,240,Duke,2024,32,UTA,UTA,Kyle Filipowski
Kyle Guy,8/11/1997,Indiana,Indianapolis,United States,G,6-1,167,Virginia,2019,55,NYK,SAC,Kyle Guy
Kyle Korver,3/17/1981,California,Lakewood,United States,G-F,6-7,212,Creighton,2003,51,BKN,PHI,Kyle Korver
Kyle Kuzma,7/24/1995,Michigan,Flint,United States,F,6-9,221,Utah,2017,27,BKN,LAL,Kyle Kuzma
Kyle Lowry,3/25/1986,Pennsylvania,Philadelphia,United States,G,6-0,196,Villanova,2006,24,MEM,MEM,Kyle Lowry
Kyle Macy,4/9/1957,Indiana,Fort Wayne,United States,G,6-3,175,Kentucky,1979,22,PHX,PHX,Kyle Macy
Kyle O'Quinn,3/26/1990,New York,New York City,United States,C-F,6-9,250,Norfolk St,2012,49,ORL,ORL,Kyle O'Quinn
Kyle Singler,5/4/1988,Oregon,Medford,United States,F,6-8,228,Duke,2011,33,DET,DET,Kyle Singler
Kyle Weaver,2/18/1986,Wisconsin,Janesville,United States,G,6-6,201,Washington St,2008,38,CHA,OKC,Kyle Weaver
Kyle Wiltjer,10/20/1992,Oregon,Portland,Canada,F,6-10,240,Gonzaga,2016,UND,,,Kyle Wiltjer
Kylor Kelley,8/26/1997,Utah,Logan,United States,C,7-0,230,Oregon St,2020,ND,,,Kylor Kelley
Kyrie Irving,3/23/1992,Australia,Melbourne,United States,G,6-2,195,Duke,2011,1,CLE,CLE,Kyrie Irving
Kyrylo Fesenko,12/24/1986,Ukraine,Dnepropetrovsk,Ukraine,C,7-1,280,Cherkasy,2007,38,PHI,UTA,Kyrylo Fesenko
Kyshawn George,12/2/2003,Switzerland,Aigle,Switzerland,F,6-8,185,Miami,2024,24,NYK,WAS,Kyshawn George
KZ Okpala,4/28/1999,California,Orange County,Nigeria,F-G,6-8,215,Stanford,2019,32,PHX,MIA,KZ Okpala
LaBradford Smith,4/3/1969,Texas,Bay City,United States,F,6-3,200,Louisville,1991,19,WAS,WAS,LaBradford Smith
Lamar Green,3/22/1947,Alabama,Birmingham,United States,F,6-7,210,Morehead St,1969,33,PHX,PHX,Lamar Green
Lamar Odom,11/6/1979,New York,Jamaica,United States,F,6-10,230,Rhode Island,1999,4,LAC,LAC,Lamar Odom
Lamar Patterson,8/12/1991,Pennsylvania,Lancaster,United States,G-F,6-5,225,Pittsburgh,2014,48,MIL,ATL,Lamar Patterson
Lamar Stevens,7/9/1997,Pennsylvania,Philadelphia,United States,F,6-7,230,Penn St,2020,UND,,,Lamar Stevens
LaMarcus Aldridge,7/19/1985,Texas,Dallas,United States,C-F,6-11,250,Texas,2006,2,CHI,POR,LaMarcus Aldridge
LaMelo Ball,8/22/2001,California,Anaheim,United States,G,6-7,180,Illawarra,2020,3,CHA,CHA,LaMelo Ball
Lamond Murray,4/20/1973,California,Pasadena,United States,F,6-7,235,California,1994,7,LAC,LAC,Lamond Murray
Lamont Strothers,5/10/1968,Virginia,Nansemond County,United States,G,6-4,190,Christopher Newport,1991,43,GSW,POR,Lamont Strothers
Lanard Copeland,7/16/1965,Georgia,Atlanta,United States,F,6-6,190,Georgia St,1989,UND,,,Lanard Copeland
Lancaster Gordon,6/24/1962,Mississippi,Jackson,United States,G,6-3,185,Louisville,1984,8,LAC,LAC,Lancaster Gordon
Lance Allred,2/2/1981,Utah,Salt Lake City,United States,C,6-11,250,Weber St,2005,UND,,,Lance Allred
Lance Blanks,9/9/1966,Texas,Del Rio,United States,G,6-4,190,Texas,1990,26,DET,DET,Lance Blanks
Lance Stephenson,9/5/1990,New York,New York City,United States,F,6-5,210,Cincinnati,2010,40,IND,IND,Lance Stephenson
Lance Thomas,4/24/1988,New York,New York City,United States,F,6-8,225,Duke,2010,UND,,,Lance Thomas
Landry Fields,6/27/1988,California,Long Beach,United States,G-F,6-7,215,Stanford,2010,39,NYK,NYK,Landry Fields
Landry Shamet,3/13/1997,Missouri,Kansas City,United States,G,6-4,190,Wichita St,2018,26,PHI,PHI,Landry Shamet
Langston Galloway,12/9/1991,Louisiana,Baton Rouge,United States,G,6-1,200,St. Joseph's (PA),2014,UND,,,Langston Galloway
LaPhonso Ellis,5/5/1970,Illinois,East St. Louis,United States,F,6-8,240,Notre Dame,1992,5,DEN,DEN,LaPhonso Ellis
Lari Ketner,2/1/1977,Pennsylvania,Philadelphia,United States,C-F,6-10,285,Massachusetts,1999,49,CHI,CHI,Lari Ketner
Laron Profit,8/5/1977,South Carolina,Charleston,United States,G-F,6-5,204,Maryland,1999,38,ORL,WAS,Laron Profit
Larry Bird,12/7/1956,Indiana,West Baden,United States,F,6-9,220,Indiana St,1978,6,BOS,BOS,Larry Bird
Larry Cannon,4/12/1947,Pennsylvania,Philadelphia,United States,G,6-4,195,La Salle,1969,5,CHI,PHI,Larry Cannon
Larry Comley,8/17/1939,Kentucky,Ashland,United States,G,6-5,210,Kansas St,1961,91,CHI,CHI,Larry Comley
